Small Unit Installation Postcode,Previous Years (2001-2016) - Installations Quantity,Previous Years (2001-2016) - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3781,211,606.722,0,0,4,16.15,0,0,0,0,0,0,3,8.71,1,6.5,4,20.21,1,12.18,0,0,1,4.94,1,5.13,4,18.94,1,5.12,4,22.83,2,10.54,1,9.72,1,3.78,1,5.13,240,756.602
3782,439,"1,344.68",5,26.71,5,20.855,4,17.25,4,39.115,1,7.8,4,27.46,3,17.3,7,36.83,1,22.8,5,20.9,2,9.06,5,33.06,2,7.33,5,24.9,9,53.45,2,9.47,1,3.08,6,31.79,1,5.4,511,"1,759.24"
3783,181,582.171,0,0,0,0,1,3.18,1,2.08,1,6.84,3,41.2,1,4.48,1,5.2,2,18.1,3,14.87,0,0,1,4.5,1,7.25,0,0,0,0,3,16.065,3,25.67,1,16.2,2,26.22,205,774.026
3786,59,166.99,0,0,0,0,2,9.43,0,0,0,0,0,0,2,12.96,2,7.64,0,0,0,0,0,0,0,0,3,19.7,0,0,0,0,1,6.16,1,3.48,0,0,0,0,70,226.36
3787,24,71.865,0,0,0,0,2,5.6,0,0,1,4.16,0,0,0,0,0,0,0,0,1,6.6,0,0,1,6.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,94.78
3788,61,239.726,0,0,0,0,1,12.16,1,10.4,2,8.91,0,0,0,0,0,0,0,0,0,0,1,5.5,1,3.24,0,0,0,0,2,9.45,1,2.16,2,4.86,0,0,0,0,72,296.406
3789,8,22.08,0,0,0,0,0,0,0,0,0,0,0,0,1,19.71,1,3.24,0,0,0,0,1,5.3,1,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56.81
3791,44,159.761,0,0,0,0,0,0,1,4.64,0,0,0,0,1,4.68,0,0,0,0,0,0,1,5.04,0,0,0,0,0,0,2,13.2,0,0,3,16.782,1,10.8,0,0,53,214.903
3792,53,140.289,0,0,0,0,0,0,0,0,0,0,0,0,1,3.48,0,0,0,0,1,5.13,0,0,2,9.07,1,5.25,0,0,0,0,0,0,0,0,0,0,0,0,58,163.219
3793,216,869.826,1,3.18,1,4.68,4,33.71,0,0,1,5.3,6,21.92,3,21.685,2,13.6,0,0,3,42.605,2,6.48,3,79.186,0,0,2,11.42,2,9.6,2,36.02,0,0,0,0,1,5.4,249,"1,164.61"
3795,119,642.746,1,29.9,3,37.44,1,4.68,1,4.505,3,101.84,1,12.16,1,9.86,0,0,1,6.16,0,0,1,4.59,0,0,1,3.3,1,3.48,0,0,0,0,1,2.32,0,0,1,5.94,136,868.921
3796,494,"1,433.48",3,11.645,4,15.985,6,24.74,2,6.67,1,1.68,4,21.715,6,26.39,5,28.23,0,0,4,7.97,13,54.83,4,26.67,0,0,4,27.08,2,5.4,3,17.28,9,45.07,6,38.195,0,0,570,"1,793.03"
3797,269,888.48,2,5.24,1,4.42,5,27.68,3,8.83,4,28.44,2,8.16,2,6.33,2,19.96,2,5.9,2,7.48,3,12.255,10,49.766,0,0,3,22.77,0,0,4,47.065,5,120.1,3,17.82,0,0,322,"1,280.70"
3799,391,"1,173.78",2,8.52,1,3.06,2,7,5,20.54,8,47.82,7,26.41,2,9.18,6,44.7,5,16.89,1,2.925,6,26.78,11,51.43,1,5.035,4,32.02,3,18.915,6,44.685,3,25.65,3,25.16,0,0,467,"1,590.50"
3802,1424,"4,116.59",4,16.975,4,15.54,12,46.78,3,10.44,8,35.79,8,35.42,12,62.83,4,22.015,8,33.29,13,55.725,9,35.86,9,43.195,5,22.515,13,64.025,13,68.14,7,27.11,7,38.015,10,65.985,2,9.09,1575,"4,825.33"
3803,671,"2,851.12",0,0,4,35.96,4,15.07,5,21.42,3,22.25,2,7.97,6,24.615,7,270.03,6,44.075,7,70.2,6,29.195,9,97.915,5,28.44,4,20.345,5,65.76,7,40.44,3,24.4,5,42.93,7,59.345,766,"3,771.48"
3804,555,"2,317.89",0,0,7,32.13,6,29.81,4,22.12,3,13.685,4,26.13,4,18.1,7,33.22,6,37.94,9,75.855,10,66.41,9,64.77,2,11.1,8,41.75,9,60.835,8,65.33,3,21.54,6,39.065,1,5.4,661,"2,983.08"
3805,3622,"10,896.62",25,97.015,25,100.84,33,132.963,17,70.815,23,139.14,17,143.89,20,82.865,41,180.64,17,103.135,22,109.59,30,149.015,33,199.53,25,137.755,28,149.36,25,129.65,31,199.15,29,151.58,14,115.98,6,32.45,4083,"13,321.98"
3806,2756,"8,395.69",18,78.33,18,82.19,20,88.299,10,47.66,24,112.62,19,134.815,20,106.165,21,87.76,35,193.12,21,112.52,29,207.57,30,298.325,19,104.335,18,110.485,28,172.085,28,229.82,21,122.885,14,73.66,10,58.98,3159,"10,817.31"
3807,444,"1,532.68",1,13.25,3,49.39,3,11.89,3,21.76,1,4.16,2,9.59,1,5.12,5,28.385,8,45.05,3,17.64,6,29.35,7,36.195,6,27.585,8,49.59,4,33.21,3,14.04,11,67.215,3,22.24,1,3.3,523,"2,021.64"
3808,213,826.773,1,4.58,1,4.5,0,0,1,10.07,2,9.78,4,23.07,0,0,3,16.89,1,6.6,0,0,3,13.48,2,9.07,0,0,4,21.195,1,10.53,4,21.57,5,37.65,1,8.64,2,17.31,248,"1,041.71"
3809,295,"1,094.91",4,18.67,6,17.76,14,54.355,2,7.5,5,21.575,4,11.93,6,48.78,4,16.02,15,72.39,6,29.94,7,32.8,13,101.57,10,67.295,13,72.375,13,82.89,6,30.44,13,75.42,12,66.59,6,32.235,454,"1,955.44"
3810,2801,"9,427.78",19,129.623,32,123.725,23,103.97,18,145.715,31,142.14,24,91.875,28,196.385,31,163.87,35,254.565,20,99.38,34,199.185,30,191.115,18,95.02,19,102.98,39,165.513,33,243.565,38,234.53,32,184.68,18,124.68,3323,"12,420.29"
3812,179,718.877,0,0,1,4.58,1,14.85,0,0,1,1.53,1,4.59,3,13.685,3,13.98,1,4.68,1,4.95,1,5.4,3,21.64,1,10.26,0,0,2,11.78,0,0,0,0,1,6.48,0,0,199,837.282
3813,59,196.956,0,0,0,0,1,3.64,3,19.67,0,0,0,0,1,5,1,2.08,0,0,3,17.05,3,21.6,0,0,1,5.13,1,10.24,5,20.47,1,5.4,0,0,0,0,0,0,79,307.236
3814,165,609.644,0,0,0,0,0,0,1,1.56,2,12.42,0,0,1,10.26,3,14.645,2,6.66,1,15,2,9.6,2,11.38,0,0,0,0,2,24.87,3,9.76,2,10.06,0,0,0,0,186,735.859
3815,235,837.32,0,0,0,0,3,15.99,0,0,0,0,1,10.08,5,27.39,2,13.9,4,22.17,1,7.26,0,0,2,10.26,2,6.87,4,20.24,2,8.6,2,105.33,3,14.935,0,0,2,15.58,268,"1,115.93"
3816,227,748.056,0,0,5,122.14,2,8.82,2,7.67,2,9.27,1,14,1,4.32,2,10.015,9,46.155,2,9.45,3,106.28,2,6.535,3,11.31,2,10.625,5,24.05,1,3.6,2,15.39,5,32.09,2,10.725,278,"1,200.50"
3818,1219,"3,783.71",10,35.01,13,78.03,9,37.68,9,50.47,11,59.035,15,163.015,7,31.445,9,52.09,24,116.98,15,127.1,10,90.555,15,313.4,21,100.955,4,18.2,16,96.025,21,120.45,13,69.49,12,85.2,6,31.595,1459,"5,460.43"
3820,1115,"3,898.77",16,69.11,18,96.185,9,53.4,7,32.775,14,59.39,14,152.07,7,49.94,14,71.785,14,104.465,13,59.54,12,77.015,15,70.82,11,41.23,14,89.385,14,76.595,22,168.38,11,75.275,10,155.67,1,5.13,1351,"5,406.93"
3821,288,"1,024.16",3,16.16,1,4.5,0,0,1,4.505,8,42.89,1,19.76,2,10.435,2,10.33,2,10.26,0,0,2,104.445,2,16.2,0,0,3,13.575,4,27.07,2,10.8,0,0,2,15.27,1,4.95,324,"1,335.31"
3822,93,341.473,0,0,1,4.505,0,0,0,0,0,0,0,0,0,0,1,4.59,0,0,0,0,0,0,0,0,1,16.53,1,5.94,0,0,1,2.16,0,0,0,0,0,0,98,375.198
3823,211,742.247,0,0,1,3.12,2,19.35,1,3.57,4,17.28,2,8.18,0,0,1,2.32,3,10.38,3,28.22,1,4.5,4,113.97,2,9.515,2,13.19,0,0,2,7.83,2,10.24,5,32.405,0,0,246,"1,026.32"
3824,385,"1,368.80",2,6.67,1,2.08,1,3.12,3,12.52,8,32.86,1,4.55,8,36.01,4,28.845,7,41.02,5,21.435,3,12.83,5,25.96,2,6.24,7,47.04,3,12.72,4,27.09,3,17.28,2,10,2,9.72,456,"1,726.79"
3825,1663,"5,677.58",6,26.18,14,58.775,9,34.97,8,40.85,20,77.34,12,59.745,17,89.655,10,54.565,13,65.685,14,162.575,16,68.695,14,81.485,6,27.225,15,65.43,13,68.525,14,226.36,16,149.42,8,50.885,3,14.3,1891,"7,100.25"
3831,203,673.23,0,0,1,4.59,1,4.95,3,13.14,3,13.25,3,11.91,5,43.12,3,17.93,1,6.44,1,4.24,2,10.66,1,10.4,0,0,2,17.74,4,20.16,2,6.44,4,23.77,5,21.85,1,3.025,245,906.845
3832,31,126.68,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.99,0,0,0,0,0,0,33,141.87
3833,37,101.661,0,0,0,0,2,10.54,0,0,0,0,0,0,0,0,0,0,1,15.66,0,0,1,4.68,0,0,1,5.015,0,0,0,0,0,0,0,0,1,5.49,0,0,43,143.046
3835,41,185.3,0,0,0,0,0,0,0,0,1,4.5,1,4.42,0,0,0,0,0,0,2,94.5,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,293.92
3840,1076,"3,998.23",7,32.43,3,11.56,15,157.275,7,33.16,13,64.515,11,171.93,11,98.07,13,72.095,7,82.585,12,93.05,16,120.095,17,91.14,9,61.93,16,235.61,11,80.625,7,29.83,7,35.89,14,176.94,6,28.185,1278,"5,675.15"
3842,324,"1,027.70",1,2.08,4,15.53,3,12.83,0,0,2,6.32,1,4.425,1,3.2,3,38.69,2,8,3,40.14,7,36.81,5,58.05,0,0,2,10.34,1,5.2,4,21.58,2,8.94,3,18.69,4,19.39,372,"1,337.91"
3844,1818,"6,581.33",7,28.72,19,74.76,15,65.47,13,62.535,24,259.395,15,78.885,14,147.295,18,123.26,13,61.615,23,138.515,24,170.807,19,157.66,20,197.86,18,93.555,12,104.505,16,113.315,21,152.87,16,102.095,13,84.495,2138,"8,798.95"
3847,190,602.18,0,0,0,0,1,4.42,2,8.98,3,11.04,0,0,4,15.72,0,0,0,0,2,7.93,8,33.855,1,20.52,8,41.86,7,28.77,3,21.44,2,10.425,1,10.03,1,5.13,0,0,233,822.3
3850,929,"3,866.68",12,53.906,14,51.27,2,42.24,9,61.51,10,65.54,7,61.79,5,28.43,10,302.155,7,27.49,10,59.64,16,86.31,12,63.655,6,48.42,11,64.52,6,41.205,11,130.5,9,48.91,8,51.095,1,7.92,1095,"5,163.18"
3851,800,"2,452.42",1,3.99,6,30.02,3,10.24,1,2.16,6,23.23,4,21.44,7,35.88,4,16.715,5,24.28,8,58.045,14,81.055,8,40.525,4,23.745,9,40.06,6,44.49,7,51.71,7,39.34,9,62.25,2,9.9,911,"3,071.49"
3852,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.56,1,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108.96
3853,8,31.69,1,4.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36.365
3854,114,413.87,0,0,2,13.68,4,29.34,0,0,2,13,4,52.25,0,0,1,4.32,1,10.8,2,15.08,0,0,1,3.3,0,0,1,5.13,1,5.85,0,0,0,0,3,14.715,1,5.28,137,586.615
3856,129,465.435,2,5.38,1,10.4,1,4.59,3,11.44,2,9.18,1,4.425,0,0,1,5.13,2,14.92,2,10.98,1,5.28,0,0,1,4.86,2,9.98,1,4.95,1,5.13,0,0,0,0,0,0,150,572.08
3857,50,148.675,0,0,0,0,0,0,1,3.2,0,0,1,4.48,0,0,0,0,0,0,1,10.05,0,0,0,0,0,0,0,0,0,0,1,3.3,0,0,1,19.8,0,0,55,189.505
3858,324,968.464,1,2.2,0,0,2,8.9,1,4,4,13.875,1,4.5,3,12.98,1,4.68,6,75.32,2,12.64,4,76.18,3,11.07,4,17.1,3,14.54,5,47.33,4,31.05,2,7.83,1,5.31,2,17.85,373,"1,335.82"
3859,92,563.832,1,4.77,3,8.03,0,0,0,0,2,10.86,0,0,0,0,1,11.7,0,0,0,0,0,0,1,3.24,1,30.24,2,14.04,0,0,1,10.83,1,4.95,3,34.025,0,0,108,696.517
3860,661,"2,170.39",3,13.34,2,7.35,5,21.38,4,18.34,5,17.38,2,8.9,5,24.02,8,46.705,3,13.14,7,96.56,4,19.905,8,74.51,12,98.945,8,45.755,4,15.45,5,95.8,3,21.72,3,13.71,3,17.73,755,"2,841.03"
3862,357,"1,348.51",1,4.59,4,13.442,3,13.66,3,10.66,4,17.27,2,10.12,1,4.578,0,0,3,13.32,3,42.925,3,7.905,7,96.17,1,4.95,0,0,4,51.125,4,19.685,6,30.575,5,23.94,1,5.13,412,"1,718.56"
3864,28,121.26,0,0,0,0,0,0,0,0,1,3.42,1,9.156,0,0,0,0,3,25.65,0,0,0,0,1,5.13,0,0,0,0,1,4.68,0,0,0,0,0,0,0,0,35,169.296
3865,58,242.034,0,0,1,3.06,0,0,0,0,0,0,0,0,1,4.56,0,0,2,6.98,1,4.95,1,5.8,2,24.975,0,0,2,9.75,1,3.64,2,13.25,1,5.31,0,0,0,0,72,324.309
3869,166,568.955,1,4.59,0,0,0,0,1,4.5,4,17.68,5,23.735,2,7.778,2,18.36,4,35.33,1,4.86,3,14.58,4,24.1,0,0,2,12.5,2,10.26,0,0,1,3.9,1,5.2,0,0,199,756.328
3870,187,503.033,0,0,1,4.68,4,13.23,1,4.5,2,9.07,0,0,1,1.62,0,0,1,7.49,1,4.505,0,0,0,0,0,0,1,4.48,0,0,3,16.275,0,0,0,0,0,0,202,568.883
3871,304,"1,059.35",3,17.4,2,6.56,0,0,2,7.59,4,30.27,1,4.42,3,22.2,4,24.4,3,13.94,8,58.15,2,10,2,4.32,1,2.16,5,55.61,3,9.76,0,0,4,26.65,3,19.52,0,0,354,"1,372.30"
3873,41,185.335,0,0,0,0,2,23.26,0,0,1,4.5,0,0,0,0,1,3.24,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,0,0,1,4.59,1,15.12,0,0,48,241.445
3874,92,310.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.16,2,8.925,4,18.39,1,5.44,0,0,1,3.45,0,0,0,0,1,5.3,0,0,0,0,0,0,103,366.195
3875,1559,"5,592.06",12,74.389,13,66.868,14,63.155,17,65.243,25,165.2,16,71.792,15,71.103,9,43.045,10,61.457,9,52.69,14,83.645,17,100.422,13,72.362,26,151.805,22,220.875,12,106.071,14,216.89,12,72.94,4,44.47,1833,"7,396.48"
3878,135,460.644,0,0,4,16.84,0,0,4,16.02,2,10.83,2,9.138,1,7.29,1,6.27,1,2.7,2,9.04,2,9.37,0,0,2,9.07,0,0,1,4.845,0,0,2,11.25,0,0,0,0,159,573.307
3880,428,"1,280.40",2,7.714,0,0,4,19.612,3,12.62,8,32.825,4,18.37,3,17.657,4,12.435,6,26.452,4,22.723,1,4.845,4,18.425,1,4.56,8,35.81,7,28.63,7,39.18,5,98.52,1,4.96,0,0,500,"1,685.74"
3882,131,472.075,2,10.04,2,9.156,2,10.64,0,0,0,0,2,10.72,0,0,2,11.58,0,0,1,4.845,2,6.07,2,7.98,0,0,0,0,2,6.76,1,5.035,2,12.03,1,6.36,1,15.12,153,588.411
3885,246,830.01,0,0,4,32.96,5,35.51,1,4.578,7,39.75,1,4.59,1,2.7,1,1.62,0,0,1,4.59,3,14.25,0,0,0,0,2,10.53,0,0,1,4.95,1,4.95,1,5.9,0,0,275,996.888
3886,37,129.605,0,0,0,0,0,0,1,3.08,0,0,0,0,2,14.83,0,0,0,0,0,0,1,4.95,1,4.845,0,0,0,0,3,31.54,0,0,1,5.31,2,13.74,0,0,48,207.9
3887,37,188.174,0,0,1,14.04,1,4.42,0,0,2,23.945,0,0,1,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,235.169
3888,354,"1,164.50",1,4.08,1,1.785,2,7.09,3,13.51,1,1.5,1,6.27,8,47.47,1,4.02,6,39.045,5,30.215,7,76.67,5,41.7,0,0,4,22.28,3,12.64,3,17.84,6,66.48,4,26.18,1,6.65,416,"1,589.92"
3889,20,59.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59.78
3890,31,99.722,0,0,3,12.54,0,0,1,3.24,5,51.92,0,0,0,0,1,4.56,0,0,0,0,0,0,0,0,0,0,0,0,2,7.28,0,0,0,0,0,0,1,3.3,44,182.562
3891,31,78.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,78.465
3892,190,428.238,0,0,0,0,0,0,0,0,0,0,0,0,2,6.54,1,4.5,0,0,2,14.704,1,5.12,0,0,0,0,0,0,3,14.58,1,6.6,2,15.18,1,4.32,0,0,203,499.782
3893,2,16.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.32,0,0,0,0,0,0,0,0,0,0,0,0,1,10.915,4,31.555
3895,17,67.31,0,0,0,0,1,14.82,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,85.37
3896,31,151.75,0,0,4,31.5,2,9.18,0,0,0,0,0,0,0,0,0,0,0,0,1,5.035,0,0,1,7.48,1,12.15,0,0,0,0,0,0,0,0,0,0,2,15.4,42,232.495
3898,64,215.404,0,0,0,0,1,3.975,2,9.18,2,15.36,1,10.24,0,0,0,0,1,4.77,2,18.09,1,3.96,5,38.925,1,4.68,1,13.37,0,0,1,1.8,0,0,0,0,2,20.4,84,360.154
3900,16,49.36,0,0,0,0,1,4.59,1,4.59,2,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,67.9
3902,34,120.492,0,0,0,0,1,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.35,0,0,0,0,0,0,0,0,1,5.9,0,0,0,0,37,132.162
3903,93,374.81,0,0,0,0,0,0,0,0,1,6.16,1,4.578,0,0,2,9.81,0,0,1,5.22,0,0,0,0,0,0,1,4.845,1,5.2,1,3.12,0,0,0,0,0,0,101,413.743
3904,205,702.019,1,4.56,1,15.08,2,9.15,2,7.044,2,7.86,1,6.16,2,9.28,1,4.48,2,9.36,0,0,1,7.848,2,9.705,0,0,5,28.05,5,18.525,2,9.795,4,24.748,2,10.51,0,0,240,884.174
3909,875,"2,999.45",3,10.75,4,15.98,6,22.87,6,24.76,7,28.385,3,26.19,8,75.192,3,22.44,1,4.56,4,20.32,6,36.04,5,77.09,5,23.74,6,27.175,9,51.2,9,55.435,7,132.81,7,51.45,2,9.888,976,"3,715.73"
3910,1375,"4,230.40",8,35.01,8,32.71,14,75.135,6,29.64,10,39.235,5,12.08,9,49.245,10,60.93,7,48.79,4,15.03,11,67.965,16,113.575,9,46.92,9,63.37,11,63.76,9,47.705,11,66.975,13,92.985,3,21.3,1548,"5,212.76"
3911,232,"1,106.31",1,5.3,2,7.86,1,5.1,4,17.8,3,15.355,4,20.92,1,4.505,2,16.4,1,9.99,6,33.9,1,9.86,3,15.655,2,11.1,5,25.35,4,27.8,5,44.87,0,0,3,21.71,3,29.24,283,"1,429.03"
3912,1080,"3,455.97",6,26.63,6,28.665,2,9.08,3,12.285,4,129.76,5,22.71,15,93.825,12,54.48,11,69.75,10,60.97,9,55.17,9,71.99,15,85.555,6,52.655,11,63.925,12,59.175,4,29.955,5,31.67,2,7.605,1227,"4,421.83"
3913,262,868.391,3,20.39,2,12.84,0,0,0,0,2,29.51,1,5.4,0,0,2,15.36,3,12.61,4,19.99,1,5.67,5,42.12,0,0,2,9.66,1,5.13,0,0,0,0,1,5.13,1,30.24,290,"1,082.44"
3915,568,"1,852.09",4,13.05,1,4.5,9,38.28,4,23.08,6,35.84,6,28.2,8,54.15,6,24.7,7,69.38,3,13.23,12,52.51,9,114.05,9,45.2,9,107.005,5,18.9,8,56.2,10,48.73,4,123,2,11.61,690,"2,733.70"
3916,121,521.125,1,3.2,1,4.86,3,16.73,0,0,1,5.04,2,10.9,2,40.08,1,8.12,2,8.7,0,0,0,0,0,0,1,5.5,2,15,2,11.895,4,54.31,3,25.323,0,0,1,21.6,147,752.383
3918,338,"1,111.79",2,7.56,3,14.48,2,8.32,1,5.4,1,6.38,2,15.37,1,4.56,1,5.13,1,5.72,3,18.72,5,29.75,3,17.82,2,10.53,4,18,5,31.17,3,20.715,5,29.765,1,6.2,0,0,383,"1,367.38"
3919,217,610.925,0,0,1,4.32,2,12.36,1,4.16,1,2.5,1,5.4,2,9.82,3,11.68,3,16.52,2,8.64,2,10.33,3,17.87,0,0,4,28.17,1,5.94,3,16.77,1,4.86,1,4.06,1,6.6,249,780.925
3921,47,113.311,0,0,1,6.2,0,0,0,0,0,0,1,2.79,0,0,1,11.8,1,4.96,0,0,0,0,0,0,2,12.4,0,0,0,0,0,0,2,5.13,0,0,0,0,55,156.591
3922,824,"2,692.18",4,15.97,12,51.12,4,16.38,5,25.53,14,74.355,10,54.485,6,19.765,15,85.11,14,122.93,14,64.05,11,52.57,8,42.64,16,79.655,17,178.95,11,55.415,14,90.625,16,72.24,10,72.295,6,42.3,1031,"3,908.56"
3923,87,256.127,3,11.23,1,5.7,1,4.4,0,0,0,0,2,7.12,1,5.2,3,15.65,2,6.82,0,0,1,5.4,0,0,2,10.165,2,11.23,0,0,1,6.44,2,7.655,0,0,0,0,108,353.137
3925,334,"1,165.26",4,21.24,5,21.68,4,12.64,1,6.48,8,42.335,4,16.69,3,14.27,4,19.14,3,14.67,9,45.13,5,33.61,8,39.64,1,5.2,6,30.58,5,193.5,6,28.675,4,29.29,7,45.625,0,0,421,"1,785.65"
3926,326,"1,235.19",1,9.72,2,27.23,4,26.963,4,12.4,5,32.355,2,9.445,2,10.07,3,13.28,2,17.486,3,30.1,2,13.08,4,23.71,4,23.13,3,17.23,3,17.52,2,9.99,3,12.3,1,20.16,0,0,376,"1,561.36"
3927,166,521.96,0,0,1,5.72,2,6.775,2,11.18,1,4.42,0,0,2,8.43,1,4.68,0,0,2,9.62,0,0,1,4.94,5,22.57,4,23.635,3,27.012,3,14.39,1,5.5,2,10.8,0,0,196,681.632
3928,52,326.796,0,0,0,0,3,34.12,0,0,0,0,1,5.12,1,10.05,1,4.69,0,0,1,30.09,2,10.53,2,11,1,3.36,2,14.275,1,2.24,0,0,2,27.195,0,0,0,0,69,479.466
3929,135,495.3,0,0,2,8.352,1,9.435,0,0,2,7.725,1,7.95,1,3.2,1,5.4,1,6.21,0,0,1,6.54,3,83.585,0,0,2,9.67,1,5.44,3,25.6,1,5.13,0,0,1,2.2,156,681.737
3930,881,"3,056.51",6,29.225,8,36.18,7,27.08,6,50.095,9,46.385,12,60.512,13,73.64,8,41.79,8,52.747,9,53.63,9,44.015,12,101.98,22,126.13,12,75.67,17,107.645,14,101.596,9,61.61,7,42.315,3,22.065,1072,"4,210.82"
3931,1545,"4,091.01",3,12.42,18,99.93,14,52.92,8,58.185,13,79.84,5,55.58,11,94.19,6,38.29,7,32.635,12,55.34,18,80.637,18,80.53,23,105.835,9,85.82,13,63.395,10,56.395,14,63.365,6,36.335,2,27.085,1755,"5,269.73"
3933,85,645.554,0,0,1,3.36,1,5.76,2,32.7,2,12.42,0,0,0,0,0,0,1,9.99,0,0,1,25,0,0,2,18.69,3,53.85,0,0,0,0,1,5.94,0,0,0,0,99,813.264
3934,1188,"3,360.85",8,39.15,9,36.68,15,62.93,9,35.27,11,82.37,8,47.03,8,40.1,7,36.24,10,55.37,17,105.45,12,60.293,15,65.509,13,111.665,12,74.29,12,72,12,143.495,10,79.52,6,36.185,1,5.89,1383,"4,550.29"
3936,786,"2,489.36",4,18.42,6,29.23,13,59.1,4,15.96,7,53.15,6,35.48,2,7.63,8,37.96,7,61.48,6,30.32,7,38.645,11,60.683,6,62.36,7,38.755,7,50.82,2,16.19,4,18.3,4,33.7,2,16.46,899,"3,174.00"
3937,148,624.6,1,5.4,0,0,4,21.26,0,0,2,59.28,0,0,3,70.74,3,25.085,0,0,1,8.58,2,10.17,2,39.625,3,22.302,0,0,4,25.74,2,17.84,0,0,0,0,0,0,175,930.622
3938,253,725.493,2,10.432,2,6.3,4,9.97,1,4.16,3,12.4,1,5.28,3,9.63,5,20.6,3,16.86,5,29.7,1,5.3,4,20.24,2,7.3,7,39.21,4,35.68,1,3.9,1,5.4,1,9.44,0,0,303,977.295
3939,1140,"3,375.55",12,59.28,6,36.075,27,151.325,10,48.595,4,19.725,6,35.6,11,61.92,8,71.05,9,43.88,9,60.499,10,46.135,12,68.8,17,79.665,10,47.5,14,111.205,3,18.17,3,16.31,3,21.4,2,10.55,1316,"4,383.23"
3940,255,688.326,1,5,0,0,2,7.74,1,3.18,1,4.05,4,19.48,2,5.6,1,3.24,1,3.24,1,7.02,2,10.34,1,7.15,1,3.9,2,5.48,4,19.12,3,13.54,2,10.76,3,22.36,0,0,287,839.526
3941,910,"2,681.55",4,60.165,8,26.692,13,50.095,10,44.652,6,28.42,7,45.82,4,17.875,10,48.56,7,37.81,7,28.485,3,18.5,11,67.815,13,71.51,12,61.91,11,64.565,13,77.786,13,81.02,6,28.225,7,46.025,1075,"3,587.48"
3942,220,671.187,1,4.32,0,0,5,18.07,1,5.22,2,9.6,3,20.285,1,6.48,1,3,4,14.565,1,5.13,2,12.15,4,15.879,4,21.6,1,2.2,3,13.98,0,0,3,12.3,2,9.02,0,0,258,844.986
3943,192,648.07,2,4.89,3,11.48,3,13.385,5,28.54,1,12.6,1,4.5,1,6.44,4,22.58,4,44.21,3,17.975,3,12.045,6,53.4,2,9.51,5,28.94,1,5.4,2,18.36,4,20.9,2,18.74,2,8.255,246,990.22
