Small Unit Installation Postcode,Previous Years (2001-2016) - Installations Quantity,Previous Years (2001-2016) - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3619,70,329.375,0,0,0,0,0,0,0,0,0,0,1,5.2,1,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,11.88,0,0,75,353.455
3620,842,"3,220.89",7,39.23,9,79.38,4,21.8,3,18.72,9,107.31,10,59.4,4,17.16,5,49.99,4,47.46,12,83.865,10,60.065,5,19.98,6,112.175,6,131.69,7,110.95,3,15.93,4,12.55,3,14.45,1,3.78,954,"4,226.78"
3621,266,"1,027.01",4,14.85,3,15.04,4,18.27,3,10.08,1,6,2,8.23,3,11.85,1,5.2,1,5.1,3,110.31,2,11,2,13.2,5,20.14,3,13.88,0,0,0,0,3,56.08,0,0,0,0,306,"1,346.24"
3622,48,221.69,0,0,0,0,1,27,0,0,0,0,1,2.16,2,29.52,0,0,2,10.44,0,0,0,0,0,0,0,0,1,6.48,1,2.16,0,0,0,0,1,10.8,0,0,57,310.25
3623,108,368.73,0,0,0,0,2,166.4,0,0,1,5.4,4,17.5,4,55.04,4,27.46,1,9.9,1,10.45,0,0,0,0,0,0,1,4.32,1,5.13,1,5.5,0,0,0,0,0,0,128,675.83
3624,64,275.57,0,0,0,0,0,0,0,0,0,0,0,0,4,33.05,1,5.4,4,26.73,1,29.44,1,5.2,0,0,0,0,1,15.275,1,6.4,0,0,0,0,0,0,0,0,77,397.065
3629,769,"2,578.71",3,9.83,9,53.86,2,9.78,2,7.48,13,63.345,8,32.55,5,80.42,6,44.28,5,29.44,9,101.12,6,84.35,4,22.55,6,26.405,9,50.51,7,31.335,2,9.45,9,164.61,8,59.04,1,6.3,883,"3,465.37"
3630,2069,"7,579.08",15,113.005,12,163.09,9,161.115,14,151.21,22,159.985,46,276.605,18,107.965,10,49.03,12,76.73,14,99.43,17,116.42,30,253.84,11,59.295,16,86.415,28,154.575,19,126.22,17,140.645,19,120.545,16,97.415,2414,"10,092.61"
3631,1093,"4,260.12",12,88.41,7,34.6,6,63.07,7,49.9,6,26.95,18,109.31,18,167.24,12,62.15,14,88.38,11,89.905,13,78.69,19,279.75,11,61.875,11,153.39,17,106.93,7,37.41,5,32.2,19,120.68,6,40.105,1312,"5,951.07"
3632,42,401.665,0,0,0,0,0,0,0,0,0,0,3,10,1,3.5,0,0,0,0,1,5.2,0,0,1,84,0,0,0,0,0,0,1,5.1,0,0,0,0,0,0,49,509.465
3633,93,354.405,0,0,1,5.2,1,5,0,0,0,0,2,15.44,1,5.4,0,0,0,0,1,5.13,0,0,0,0,0,0,1,5.6,1,5.94,1,5.775,0,0,0,0,1,6.16,103,414.05
3634,203,851.287,2,9.36,1,5.72,0,0,1,5.12,0,0,2,9.12,2,17.74,1,5.3,2,23.7,2,9.095,2,10.7,3,16.5,1,4.95,2,30.7,1,5.3,6,60.45,1,6.38,2,23.49,0,0,234,"1,094.91"
3635,69,212.315,0,0,0,0,1,5.12,0,0,1,2,1,2,0,0,1,10.07,2,6.24,3,13.52,1,21.84,1,11.44,0,0,0,0,0,0,0,0,0,0,1,2.97,0,0,81,287.515
3636,628,"2,275.34",2,10.1,1,5.4,5,125.46,3,20.6,10,149.44,22,160.01,9,62.67,8,34.25,3,12.24,9,35.925,10,92.155,9,38.03,1,5.04,7,44.865,4,18.9,4,22.98,6,31.85,6,38.58,1,6.48,748,"3,190.31"
3637,75,380.982,0,0,0,0,3,31.2,0,0,1,10.4,0,0,1,25.11,0,0,1,24.96,1,2.7,1,15.6,0,0,1,15.12,2,30.42,0,0,0,0,0,0,0,0,0,0,86,536.492
3638,248,"1,103.67",4,20.4,1,3.24,1,18,1,3.06,4,60.82,5,27.32,4,119.85,3,16.16,2,17.2,1,15.75,1,6.2,3,37.98,1,65.55,3,16.33,2,15.66,4,40.825,5,25.555,4,18.38,0,0,297,"1,631.95"
3639,70,234.473,1,4,2,39.52,0,0,1,5.2,0,0,0,0,1,5,0,0,1,4.68,0,0,0,0,0,0,0,0,1,5.5,1,5.4,2,11.175,0,0,2,16.2,0,0,82,331.148
3640,146,"1,184.89",0,0,1,12.48,0,0,0,0,1,5.4,6,85.64,1,3.3,2,74.055,1,1.855,1,5.2,0,0,3,39.56,2,11.14,0,0,0,0,1,5.94,1,11,1,29.9,0,0,167,"1,470.36"
3641,171,841.465,1,12.48,2,32.24,0,0,1,5,0,0,1,2.12,3,35.12,2,45.575,3,13.79,1,2.08,2,17.06,1,5.94,3,13.77,1,5.4,1,6.24,2,18.94,2,12.43,0,0,0,0,197,"1,069.65"
3643,36,176.3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,186.4
3644,1028,"5,055.53",2,16.74,7,51.08,11,102.47,7,30.805,9,68.105,3,17.32,7,38.235,3,36.9,9,63.47,10,174.87,9,59.26,16,175.13,9,44.74,12,159.96,8,51.6,4,41.46,8,226.55,9,55.84,10,87.74,1181,"6,557.81"
3646,84,298.02,0,0,0,0,0,0,0,0,1,5.2,1,5.5,1,3.24,1,4.94,1,5.4,0,0,0,0,1,12.96,0,0,1,3.42,2,9.72,1,3.9,0,0,0,0,1,4.95,95,357.25
3647,2,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.95
3649,50,179.015,0,0,0,0,0,0,1,5.12,0,0,2,33.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.25,1,3.3,0,0,0,0,1,6.48,0,0,56,235.525
3658,634,"2,134.76",1,5,6,22.71,8,26.895,5,24.59,12,47.84,1,4.69,4,17.495,3,10.71,9,42.55,13,60,5,24.64,7,133.9,3,13.14,7,31.58,8,36.87,5,23.34,6,28.57,6,29.655,1,4.125,744,"2,723.06"
3659,98,370.945,2,9.18,1,4.59,1,4.59,0,0,0,0,1,4.545,2,9.18,2,10.41,1,7.8,0,0,0,0,2,18.06,0,0,0,0,0,0,0,0,2,12.53,2,22.92,0,0,114,474.75
3660,688,"2,324.41",3,11.82,6,32.8,7,36.81,9,47.91,9,57.65,4,31.26,3,13.17,7,45.275,10,36.9,3,14.99,8,65.41,8,33.425,2,24.03,5,39.76,5,19.86,7,30.24,1,5.225,3,43.89,2,8.965,790,"2,923.80"
3661,33,93.864,0,0,0,0,0,0,0,0,0,0,1,4.59,0,0,0,0,0,0,0,0,1,3.64,1,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,108.034
3662,3,17.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.13,0,0,0,0,4,22.35
3663,34,138.792,0,0,0,0,0,0,0,0,1,3.12,0,0,0,0,0,0,0,0,1,4.86,1,10.8,1,4.32,0,0,0,0,0,0,3,14.78,1,12.96,1,17.36,0,0,43,206.992
3664,133,627.287,0,0,0,0,1,2.6,4,17.34,0,0,4,12.62,0,0,1,4.24,0,0,1,4.59,5,22.68,5,30.7,3,25.59,3,16.83,1,5.13,0,0,1,5.2,2,7.52,1,3.24,165,785.567
3665,55,155.625,0,0,0,0,0,0,1,4.5,1,4.42,0,0,1,4.505,0,0,1,4.32,0,0,1,5.4,2,9.7,0,0,1,4.32,1,14,2,7.83,1,6.6,0,0,1,4.95,68,226.17
3666,609,"1,957.24",2,9.18,2,7.74,4,17.95,9,34.14,9,29.19,8,132.34,6,31.76,2,9.635,8,40.585,17,165.025,8,37.26,7,47.12,8,37.53,12,64.08,10,50.685,6,24.34,6,26.79,3,9.31,2,11.88,738,"2,743.78"
3669,172,650.155,1,3.12,2,6.36,1,3.18,1,3.3,1,3.06,2,17.058,0,0,3,14.16,2,11.1,3,13.13,3,14.42,0,0,2,8.64,6,28.56,5,25.35,1,10.8,4,17.65,1,6.48,0,0,210,836.523
3670,87,302.87,1,4.42,0,0,0,0,0,0,2,4,2,5.74,0,0,2,10.4,0,0,0,0,1,4.95,1,4.845,0,0,2,8.82,0,0,1,5.04,0,0,1,6.6,0,0,100,357.685
3671,52,282.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,10.68,0,0,0,0,1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,56,299.58
3672,788,"2,691.77",1,3.19,4,11.52,6,125.955,5,23.5,14,62.403,6,21.28,4,23.03,13,61.28,8,35.715,9,42.975,10,45.57,10,54.365,6,25.625,13,72.46,5,29.925,3,16.425,9,49.8,8,45.8,8,37.205,930,"3,479.80"
3673,216,741.193,2,6.552,1,4.48,1,4.24,1,4.505,0,0,0,0,1,4.48,1,4.59,2,7.83,2,9.18,1,4.12,5,54.16,0,0,1,4.59,2,10.815,2,7.605,2,11.1,1,6.72,4,20.72,245,906.88
3675,264,941.595,1,2.55,1,4.42,2,7.84,2,14.46,2,9.01,0,0,0,0,0,0,2,8.74,3,11.55,1,2.2,0,0,2,12.65,0,0,0,0,2,15.66,1,5.775,0,0,0,0,283,"1,036.45"
3676,113,348.7,0,0,0,0,0,0,0,0,0,0,1,29.74,3,13.95,1,4.5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,26.22,0,0,1,19.98,121,448.09
3677,1446,"5,100.33",4,20.35,6,23.07,9,43.143,6,17.17,10,50.78,2,13.26,13,113.275,9,46.76,6,30.34,14,129.915,8,44.77,5,33.03,4,18.76,15,83.455,15,84.48,9,59.185,8,76.37,7,107.06,11,68.01,1607,"6,163.51"
3678,863,"3,446.78",3,13.6,4,22.53,6,30.325,4,42.655,9,41.255,8,57.05,6,32.62,9,48.945,11,64.19,10,56.78,10,62.385,9,45.07,4,22.85,6,31.34,6,40,10,60.92,3,15.48,2,8.8,3,23.155,986,"4,166.73"
3682,90,315.51,0,0,0,0,0,0,0,0,0,0,1,6.16,0,0,1,10.8,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,2,110.08,0,0,2,12.84,97,466.39
3683,233,732.325,0,0,0,0,0,0,2,8.37,0,0,1,4.5,2,10.82,2,9.99,0,0,2,9.1,5,19.35,2,5.4,0,0,0,0,3,24.15,1,4.95,1,4.4,1,6.48,1,5.4,256,845.235
3685,398,"1,569.73",1,2.43,1,4.16,2,9.23,1,10.4,0,0,2,8.8,1,10.8,1,14.58,3,15.995,2,8.64,3,20.225,2,15.02,0,0,3,40.96,1,4.59,2,11.5,3,14.85,2,13.52,0,0,428,"1,775.43"
3687,137,406.706,0,0,1,3.924,0,0,1,2.16,0,0,0,0,4,15.5,0,0,0,0,2,34.66,0,0,2,9.795,1,4.95,0,0,0,0,0,0,3,26.92,0,0,1,6.1,152,510.715
3688,184,619.008,0,0,0,0,2,9.5,3,18.578,0,0,2,8.64,1,8.06,2,7.18,1,4.16,2,10.055,1,13.2,3,9.6,0,0,2,35.8,1,20.52,1,5.4,0,0,3,16.62,0,0,208,786.321
3689,84,246.936,0,0,0,0,0,0,0,0,0,0,1,28.035,0,0,1,4.59,0,0,0,0,0,0,0,0,0,0,1,4.5,1,5.28,0,0,0,0,0,0,0,0,88,289.341
3690,2240,"8,235.70",7,43.64,9,33.907,19,96.1,9,35.279,12,147.007,14,100.605,8,68.76,25,113.176,19,88.957,18,94.142,27,165.246,30,192.892,23,155.14,18,108.948,19,105.265,15,133.495,25,205.168,27,175.917,19,100.815,2583,"10,400.16"
3691,934,"3,516.50",3,11.18,11,59.168,9,71.793,3,14.4,4,23.435,5,19.825,4,16.315,6,32.174,12,61.744,12,59.055,10,57.24,21,140.77,6,35.71,10,58.355,13,70.249,8,48.43,10,70.98,8,49.16,4,20.485,1093,"4,436.97"
3694,15,97.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,97.894
3695,63,232.913,0,0,0,0,0,0,1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,1,6.3,0,0,1,11.7,0,0,1,5.5,2,12.88,0,0,0,0,0,0,69,279.193
3697,84,314.809,0,0,0,0,0,0,1,2.97,0,0,0,0,1,4.62,1,2.943,0,0,0,0,1,3.25,1,4.8,0,0,1,5.4,0,0,1,5.225,0,0,0,0,2,25.08,93,369.097
3698,133,364.831,1,4.42,0,0,0,0,0,0,1,4.59,0,0,1,4.56,1,4.05,2,8.3,1,3.3,2,11.22,2,9.24,5,17.26,1,5.6,1,5.67,2,10.91,1,4.41,0,0,0,0,154,458.361
3699,80,272.425,1,4.16,0,0,1,2.08,0,0,0,0,2,104.23,1,2.08,1,4.48,0,0,0,0,1,4.32,2,10.19,2,7.21,2,7.84,0,0,2,8.5,0,0,0,0,0,0,95,427.515
3700,162,590.858,0,0,0,0,2,7.92,1,3.5,1,2.7,1,2.16,0,0,0,0,1,2.08,0,0,2,17.25,4,17.7,3,11.2,3,24.9,3,15.43,1,99.63,1,5.1,1,5.6,1,13.2,187,819.228
3701,158,636.08,0,0,0,0,0,0,2,7.02,4,16.505,3,13.288,0,0,0,0,0,0,1,6.5,0,0,1,6.5,2,8.58,3,33.21,1,4.95,2,8.64,1,4.8,2,9.6,0,0,180,755.673
3704,5,13.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.055
3705,45,191.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.213,0,0,0,0,0,0,0,0,0,0,0,0,1,6.54,47,204.273
3707,281,"1,055.73",0,0,1,29.76,1,4.16,1,3.12,0,0,1,8.25,1,4.59,1,3.12,1,2.97,0,0,1,5.4,1,5.2,8,27.564,4,24.82,1,4.34,0,0,2,10.08,0,0,0,0,305,"1,189.10"
3708,9,27.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6,0,0,0,0,0,0,0,0,0,0,10,32.76
3709,67,290.183,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6,1,5.4,0,0,70,306.183
3711,76,279.645,0,0,0,0,1,4.59,1,9.52,0,0,0,0,0,0,3,16.23,1,4.59,3,12.24,1,5.6,0,0,0,0,0,0,2,12.21,2,10.53,0,0,1,3.24,0,0,91,358.395
3712,37,175.29,0,0,0,0,0,0,0,0,1,3.36,0,0,0,0,1,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,183.24
3713,145,417.76,1,1.56,0,0,1,4.5,2,9.8,0,0,2,9.14,2,11.67,1,3.12,1,4.505,3,11.78,2,42,0,0,1,6.05,2,7.84,0,0,0,0,1,6.05,0,0,0,0,164,535.775
3714,416,"1,590.53",1,4.77,2,17.55,1,4.42,1,4.41,2,6.885,0,0,6,30.02,7,41.105,3,16.47,1,4.95,4,119.79,2,9.42,2,12.04,10,70.355,1,4.845,4,112.08,7,27.7,3,15.36,0,0,473,"2,092.70"
3715,34,88.358,1,7,0,0,1,9.18,0,0,1,5,0,0,1,5,1,5.4,0,0,0,0,0,0,0,0,0,0,1,5.13,0,0,0,0,0,0,0,0,1,10.08,41,135.148
3717,349,"1,300.37",0,0,8,34.51,4,37.1,2,6.58,3,14.95,4,12.96,3,13.51,6,28.45,3,21.215,5,22.58,2,102.96,9,57.155,2,10.5,5,17.87,8,37.1,5,25.8,3,22.17,3,17.93,1,2.2,425,"1,785.91"
3718,11,62.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,1,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,69.33
3719,69,222.065,0,0,1,4.59,0,0,1,8.1,0,0,0,0,1,7.02,0,0,0,0,1,9.52,1,5.5,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,355.795
3720,91,332.102,0,0,4,29.8,2,9.09,1,29.9,1,4.59,3,12.45,0,0,1,4.505,2,12.96,1,3.24,0,0,3,20.16,1,5.2,2,65.03,0,0,0,0,3,21.09,0,0,0,0,115,550.117
3722,482,"2,032.52",8,31.45,2,71.9,5,27.56,6,26.38,12,66.22,9,67.905,4,41.41,5,21.18,6,125.18,9,62.58,5,122.78,3,36.06,2,28.89,1,5.94,14,120.7,8,52.01,10,72.095,8,64.05,6,32.45,605,"3,109.26"
3723,344,"1,277.88",1,6.4,3,19.08,0,0,3,12.365,2,7.38,3,12.21,2,17.42,6,32.04,5,20.9,3,8.41,3,21.16,6,40.89,0,0,3,16.15,1,6.03,3,21.85,2,11.44,2,11,0,0,392,"1,542.61"
3724,12,51.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.39,0,0,0,0,16,77.145
3725,71,235.24,1,4.59,0,0,0,0,0,0,1,4.59,2,6.18,0,0,1,4.59,1,12.96,0,0,3,11.85,0,0,0,0,1,8.48,2,24.24,0,0,0,0,1,6.6,0,0,84,319.32
3726,63,209.685,0,0,0,0,0,0,1,2.16,0,0,2,8.2,0,0,0,0,1,8.25,0,0,0,0,2,8.6,0,0,1,5.4,3,18.36,0,0,1,3.18,0,0,1,6.48,75,270.315
3727,44,133.22,0,0,0,0,0,0,0,0,0,0,3,10.82,0,0,0,0,0,0,0,0,1,3.38,1,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,152.28
3728,86,284.45,0,0,0,0,0,0,2,6,0,0,2,6.24,0,0,0,0,0,0,2,32.94,0,0,1,5.4,1,2.655,0,0,0,0,1,4.86,0,0,0,0,0,0,95,342.545
3730,1086,"4,105.76",3,9.9,8,37,5,20.08,11,44.445,6,64.362,12,136.75,9,57.245,7,32.71,7,29.755,7,33.84,7,46.025,10,72.62,5,29.45,19,178.045,22,117.175,6,27.8,11,63.9,5,28.905,3,19.04,1249,"5,154.80"
3732,83,276.022,0,0,0,0,1,4.42,0,0,1,9.1,0,0,0,0,1,4.64,0,0,0,0,0,0,0,0,0,0,1,10.45,0,0,2,15.4,0,0,0,0,1,12.9,90,332.932
3733,21,160.52,0,0,0,0,0,0,0,0,0,0,1,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,162.56
3735,61,246.325,0,0,0,0,0,0,0,0,0,0,1,5.13,1,5.6,1,9.72,0,0,0,0,0,0,0,0,0,0,0,0,3,20.16,0,0,1,6.6,0,0,0,0,68,293.535
3736,27,106.43,0,0,0,0,1,14.72,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,122.65
3737,405,"1,646.50",3,13.66,0,0,3,11.79,3,10.49,4,19.66,2,13.12,3,11.82,6,122.54,2,16.5,6,32.215,6,43.395,3,11.705,2,7.56,4,22.305,3,10.57,5,22.96,6,33.325,1,15.6,2,7.965,469,"2,073.68"
3738,25,90.31,0,0,0,0,1,4.59,0,0,0,0,0,0,0,0,0,0,1,25.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,120.01
3739,27,152.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.035,0,0,0,0,0,0,0,0,1,7.92,0,0,0,0,0,0,1,1.71,0,0,0,0,30,167.535
3740,133,508.929,1,4.59,0,0,2,17.34,0,0,2,10.72,3,9.96,1,4.5,2,8.37,1,4.4,0,0,1,4.4,0,0,1,9.9,2,7.26,1,10.26,2,11.55,2,6.12,2,9.68,0,0,156,627.979
3741,357,"1,300.37",2,34.24,0,0,5,19.85,1,4.5,4,17.82,1,4.29,2,8.7,4,33.34,1,4.32,4,23.7,3,11.77,4,24.52,4,33.37,10,58.755,5,25.67,5,34.155,8,37.39,5,23.24,1,5.4,426,"1,705.40"
3744,60,179.053,0,0,1,2.8,1,4.59,0,0,0,0,1,4.29,0,0,1,3.24,0,0,1,3.48,0,0,0,0,2,6.27,0,0,0,0,0,0,0,0,0,0,0,0,67,203.723
3746,77,247.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4,0,0,0,0,0,0,1,6.48,0,0,0,0,1,6.48,0,0,80,264.609
3747,611,"2,060.41",0,0,1,4.4,7,29.95,2,8.82,7,36.13,7,28.858,1,3.71,5,36.44,6,33.2,9,65.52,7,62.778,9,51.45,4,15.93,7,35.225,4,15.695,3,18.94,3,21.96,5,24.11,2,8.98,700,"2,562.51"
3749,264,"1,023.26",0,0,0,0,2,7.164,1,5.9,4,14.03,1,4.578,0,0,3,16.656,22,104.18,44,239.36,19,90.67,10,57.744,3,19.86,2,9.24,1,5.94,2,7.2,4,20.52,4,28.98,2,10.89,388,"1,666.17"
3750,414,"1,563.41",11,45.79,7,24.995,5,22.51,2,7.83,9,33.515,3,13.98,14,77.77,10,99.775,13,63.18,17,91.335,22,116.77,8,43.485,8,40.895,10,44.73,13,101,10,61.205,8,34.985,10,54.87,1,5.025,595,"2,547.05"
3751,8,97.515,0,0,1,4.5,0,0,1,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,106.335
3752,1183,"3,700.87",4,13.48,2,7.47,3,9.15,10,45.57,9,37.975,5,19.64,22,32.88,10,36.91,5,25.27,13,72.9,17,87.515,6,29.33,10,49.99,18,85.85,14,111.99,7,38.845,10,64.36,7,43.81,1,4.86,1356,"4,518.66"
3753,127,459.792,1,4.42,3,13.57,0,0,0,0,2,7.95,1,4.59,1,4.59,8,45.57,2,9.78,0,0,0,0,2,12.4,2,20.79,2,10.4,3,16.8,2,16.44,4,18.15,3,14.72,1,6.05,164,666.012
3754,1889,"6,036.19",10,59.32,16,92.645,25,91.112,12,48.425,30,116.095,28,127.035,12,49.45,19,90.278,13,65.4,24,123.895,34,148.03,24,116.495,19,100.56,26,114.79,19,120.286,23,138.425,28,157.25,12,70.9,14,74.74,2277,"7,941.33"
3755,20,57.68,0,0,0,0,1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,1,5.13,0,0,1,6,0,0,24,76.61
3756,900,"2,955.32",6,28.29,7,39.49,6,28.77,11,47.265,5,31,6,25.72,8,36,4,25.8,8,42.17,15,101.93,10,101.18,5,26.09,2,11.78,13,59.79,12,63.94,9,43.53,14,69.78,7,37.005,2,12.055,1050,"3,786.90"
3757,658,"2,227.38",5,23.35,10,40.38,6,24.5,5,22.83,7,39.645,6,30.555,9,43.59,2,34.35,5,26.85,6,32.22,7,36.085,6,135.8,4,19.75,6,30.435,14,72.985,5,30,6,52.99,3,22.18,4,20.66,774,"2,966.54"
3758,200,679.374,1,4.42,0,0,0,0,2,8.3,2,10.35,3,13.77,2,24.93,2,8.31,4,18.155,2,12.03,1,5.1,0,0,4,28.09,2,10.53,0,0,2,8.74,1,15.12,4,19.805,0,0,232,867.024
3759,102,438.129,3,16.64,2,8.77,2,10.105,2,13.23,2,14.59,0,0,0,0,0,0,1,12.8,2,11.17,1,5.4,3,30.98,1,10.14,1,6.48,1,4.69,1,5.22,0,0,0,0,0,0,124,588.344
3760,43,149.611,0,0,0,0,0,0,0,0,0,0,0,0,2,12.26,0,0,0,0,0,0,0,0,1,5.13,1,5.36,0,0,0,0,0,0,0,0,0,0,0,0,47,172.361
3761,116,400.978,0,0,1,3.18,2,6.06,0,0,1,4.86,1,4.29,0,0,1,4.86,0,0,1,4.56,2,9.04,1,5.4,0,0,2,15.99,2,9.394,0,0,0,0,2,29.08,0,0,132,497.692
3762,13,55.06,1,4.5,0,0,0,0,0,0,0,0,1,4.59,0,0,1,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,68.57
3763,182,568.707,1,4.505,0,0,1,4.5,1,4,1,3.12,0,0,3,14.92,0,0,1,5.8,2,9.81,2,7.14,3,6.76,0,0,3,14.58,2,10.445,1,4.64,0,0,0,0,0,0,203,658.927
3764,629,"2,152.20",6,24.34,3,9.74,4,13.12,7,28.47,6,28.52,11,47.91,7,39.014,4,19.725,9,47.62,10,57.805,4,21.005,5,31.44,6,37.66,11,68.05,8,57.94,6,128.12,14,73.05,4,20.42,2,11.45,756,"2,917.60"
3765,352,"1,330.92",2,8.09,1,4.42,2,8.1,3,11.74,3,13.26,0,0,1,4.94,2,6.8,1,5.13,4,20.55,6,29.23,1,5.22,2,10.26,3,20.685,2,10.87,1,3.85,4,18.42,3,23.645,0,0,393,"1,536.13"
3766,44,126.515,2,9.01,1,4.16,0,0,0,0,0,0,0,0,1,4.2,0,0,1,4.86,1,4.24,0,0,1,10.64,0,0,2,4.05,2,11.88,0,0,1,5.8,0,0,0,0,56,185.355
3767,32,92.455,0,0,0,0,0,0,0,0,1,4.48,0,0,0,0,1,29.925,0,0,2,7.27,1,2.32,0,0,0,0,0,0,2,9.2,0,0,0,0,0,0,0,0,39,145.65
3770,226,971.665,2,9.095,1,4.16,3,28.04,6,43.21,3,9.33,6,89.85,4,52.83,4,17.565,7,111.84,3,16.175,6,140.97,6,179.645,4,33.51,0,0,4,33.92,1,42.57,4,87.66,1,11.118,2,40.65,293,"1,923.80"
3775,316,"1,198.28",4,17.745,1,4.93,0,0,1,99.84,3,17.91,4,24.92,5,36.17,2,8.145,2,8.26,4,19.78,4,24.85,7,50.11,2,6.68,6,36.905,4,31.49,1,6.48,9,84.36,2,8.53,1,6.44,378,"1,691.82"
3777,786,"2,453.44",4,15.97,2,10.95,4,28.48,12,41.72,12,41.35,6,28.27,3,48.52,5,35.87,9,81.73,4,25.67,5,23.25,8,48.56,2,8.8,6,36.845,4,12.67,8,61.73,8,38.8,6,28.745,2,11.78,896,"3,083.15"
3778,19,64.36,0,0,0,0,0,0,2,10.75,2,8.84,0,0,0,0,1,5.4,1,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,95.84
3779,57,250.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.66,2,11.88,2,102.96,0,0,0,0,0,0,1,15.3,2,10.53,0,0,0,0,66,405.785
